Column1,Type,Phylum,Class,Order,Family,Genus,Species,Human,Zoonotic,Domestic,Wildlife,HostGroup,HostOrder,HostFamily,HostSpecies,HostName,Association,Method,Reference,PMID,Additional,Synonym,Disease,Taylor,Emerging,Emerging.Source,VectorBorne,GramStain,Motility,Spore,Oxygen,Cell,Infection,Abbreviation,Strain,Genome,Gsize,ProteinCount,PercentGC,HostSpeciesPHB,HostSpecies.new,N.genomes,Genome.size,Genome.GC,Genome.genes
98,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Primates,Primates,Lorisidae,Loris lydekkerianus,Gray slender loris,Pathogenic,Isolation,,NA,http://vetline.de/trueperella-pyogenes-arcanobacterium-grauer-schlanklori-loris-lydekkerianus-nordicus-affe-abszess/150/3130/69425/,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Lorislydekkerianus,Loris lydekkerianus,17,2.432320588,59.25294118,2087.5625
99,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Reptilia,Squamata,Agamidae,Pogona vitticeps,Central bearded dragon,Pathogenic,Isolation,,20706035,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Pogonavitticeps,Pogona vitticeps,17,2.432320588,59.25294118,2087.5625
100,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Pathogenic,Isolation,,16096685,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Antilocapraamericana,Antilocapra americana,17,2.432320588,59.25294118,2087.5625
101,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Bison bonasus,European bison,Pathogenic,Isolation,,22658663,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Bisonbonasus,Bison bonasus,17,2.432320588,59.25294118,2087.5625
102,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Gazella gazella,Mountain gazelle,Pathogenic,Isolation,,NA,http://www.ajol.info/index.php/ajb/article/view/98648,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Gazellagazella,Gazella gazella,17,2.432320588,59.25294118,2087.5625
103,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Ovis canadensis,Bighorn sheep,Pathogenic,Isolation,,8151809,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oviscanadensis,Ovis canadensis,17,2.432320588,59.25294118,2087.5625
104,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Rupicapra pyrenaica,Pyrenean chamois,Pathogenic,Histopathology,,9640106,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Rupicaprapyrenaica,Rupicapra pyrenaica,17,2.432320588,59.25294118,2087.5625
105,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Camelidae,Vicugna pacos,Alpaca,Pathogenic,Histopathology,,11712705,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Vicugnapacos,Vicugna pacos,17,2.432320588,59.25294118,2087.5625
106,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Cervus elaphus,Red deer,Pathogenic,Isolation,,16422063,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Cervuselaphus,Cervus elaphus,17,2.432320588,59.25294118,2087.5625
107,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Dama dama,Fallow deer,Pathogenic,Isolation,,15465736,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Damadama,Dama dama,17,2.432320588,59.25294118,2087.5625
108,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Odocoileus virginianus,White-tailed deer,Pathogenic,Isolation,,21908365,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Odocoileusvirginianus,Odocoileus virginianus,17,2.432320588,59.25294118,2087.5625
109,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Pudu puda,Southern pudu,Pathogenic,Isolation,,20722272,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Pudupuda,Pudu puda,17,2.432320588,59.25294118,2087.5625
110,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,Pathogenic,Isolation,,NA,DOI: 10.5171/2013.486054,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Columbalivia,Columba livia,17,2.432320588,59.25294118,2087.5625
111,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Domestic turkey,Pathogenic,Isolation,,NA,DOI:æ10.2307/1591313,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Meleagrisgallopavo,Meleagris gallopavo,17,2.432320588,59.25294118,2087.5625
112,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,,11939339,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Feliscatus,Felis catus,17,2.432320588,59.25294118,2087.5625
113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,European rabbit,Pathogenic,Isolation,,NA,http://www.revmedvet.com/2013/RMV164_23_26.pdf,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oryctolaguscuniculus,Oryctolagus cuniculus,17,2.432320588,59.25294118,2087.5625
114,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Isolation,,24762932,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,17,2.432320588,59.25294118,2087.5625
115,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Capra hircus,Domestic goat,Pathogenic,Isolation,,25793626,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Caprahircus,Capra hircus,17,2.432320588,59.25294118,2087.5625
116,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,Isolation,,25793626,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Ovisaries,Ovis aries,17,2.432320588,59.25294118,2087.5625
117,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Camelidae,Camelus dromedarius,Dromedary,Pathogenic,Isolation,,NA,http://www.isocard.net/images/journal/FILEb2e2683b0e8f9cb.pdf,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Camelusdromedarius,Camelus dromedarius,17,2.432320588,59.25294118,2087.5625
118,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Suidae,Sus scrofa domesticus,Domestic pig,Pathogenic,Isolation,,25793626,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Susscrofadomesticus,Sus scrofa domesticus,17,2.432320588,59.25294118,2087.5625
119,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,No,Ungulates,Perissodactyla,Equidae,Equus caballus,Horse,Pathogenic,Isolation,,25793626,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Equuscaballus,Equus caballus,17,2.432320588,59.25294118,2087.5625
120,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Yes,Yes,Yes,Yes,Ungulates,Artiodactyla,Bovidae,Bubalus bubalis,Water buffalo,Pathogenic,Isolation,,17881686,,"Corynebacterium pyogenes; Bacillus pyogenes; Arcanobacterium pyogenes, etc.",,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Bubalusbubalis,Bubalus bubalis,17,2.432320588,59.25294118,2087.5625
121,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,19624944,,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,2.146063333,53.23333333,1910
139,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,10074561,,Bifidobacterium suis; Bifidobacterium longum biovar Suis,,No,No,,No,Gram-positive,Non-motile,No,Anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,119,2.380925798,59.9976084,2128.737288
153,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Hoyles et al. 2002,12054269,22205811,,,No,No,,No,Gram-positive,Non-motile,No,Anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,3.13154,64.7,2535
158,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella ,Gardnerella vaginalis,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,11528575,,Haemophilus vaginalis; Haemophilus hemolyticus vaginalis; Corynebacterium vaginale,,Yes,No,,No,Gram-variable,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,66,1.645143939,41.35151515,1409.954545
161,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium accolens,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Neubauer et al. 1991,20032254,doi:10.1016/S0723-2020(11)80360-7,CDC coryneform group G-1,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,2.6377,59.2,2489
162,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium afermentans,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Riegel et al. 1993,7751392,8494739,CDC coryneform group ANF-1,,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,2.32669,64.9,2202
163,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Collins et al. 1988,11749760,,Corynebacterium asperum,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,5,2.52662,58.84,2224
170,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium auriscanis,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,18566151,,,,No,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,2.56886,58.5,2246
171,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,71496,,,,Yes,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,20,2.533082,72.41,2180.4
172,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,Yes,Yes,Yes,No,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,European rabbit,Pathogenic,Isolation,,1129540,,,,Yes,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Oryctolaguscuniculus,Oryctolagus cuniculus,20,2.533082,72.41,2180.4
173,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,Yes,Yes,Yes,No,Rodentia,Rodentia,Muridae,Mus musculus,House mouse,Pathogenic,Isolation,,22776119,,,Scaly skin disease,Yes,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Musmusculus,Mus musculus,20,2.533082,72.41,2180.4
174,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Isolation,,11049082,,,,Yes,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,20,2.533082,72.41,2180.4
175,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium camporealensis,No,No,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,Isolation,Fernandez-Garayzabal et al. 1998,9731285,,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Ovisaries,Ovis aries,2,2.45092,59.4,2293.5
176,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium canis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Funke et al. 2010,20008112,,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,0,NA,NA,NA
181,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium coyleae,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Funke et al. 1997,8995809,17992547,,,No,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,2.495893333,61.4,2394
183,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,14602910,,"Pacinia loeffleri; Mycobacterium diphtheriae; Microsporon diphtheriticum, etc.",Diptheria,Yes,Yes,Taylor; Jones,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,121,2.45588124,53.52644628,2397.608333
187,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,Yes,Yes,Yes,No,Ungulates,Perissodactyla,Equidae,Equus caballus,Horse,Pathogenic,Isolation,,10826839,,"Pacinia loeffleri; Mycobacterium diphtheriae; Microsporon diphtheriticum, etc.",,Yes,Yes,Taylor; Jones,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Equuscaballus,Equus caballus,121,2.45588124,53.52644628,2397.608333
189,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium falsenii,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Sjoden et al. 1998,20610679,,EF (Enevold Falsen) group 42 bacteria,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,2.38178,62.2,2075
194,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium freneyi,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Renaud et al. 2001,12791929,,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,0,NA,NA,NA
195,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glucuronolyticum,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Funke et al. 1995,11101617,26793456,Corynebacterium seminale,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,2.82107,59.1,2572
199,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Jackman et al. 1987,8685637,doi:10.1016/S0723-2020(87)80060-7,CDC coryneform group JK,,Yes,Yes,Jones,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,25,2.4144588,61.127096,2140
200,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,Yes,Yes,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,,17209087,,CDC coryneform group JK,,Yes,Yes,Jones,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Feliscatus,Felis catus,25,2.4144588,61.127096,2140
201,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,Yes,Yes,Captive,No,Aves,Psittaciformes,Psittacidae,Agapornis roseicollis,Rosy-faced lovebird,Pathogenic,Isolation,,19673461,,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Agapornisroseicollis,Agapornis roseicollis,5,2.5296,56.84,2178.8
202,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Collins et al. 1998,9828448,15595392,,,No,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,5,2.5296,56.84,2178.8
203,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,PCR,,17670928,,Corynebacterium murium; Bacterium kutscheri; Bacillus pesudotuberculosis murium,,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,4,2.37086,46.55,2129
204,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,Yes,Yes,No,Yes,Rodentia,Rodentia,Caviidae,Hydrochoerus hydrochaeris,Capybara,Pathogenic,PCR,,NA,http://www.scielo.org.co/scielo.php?pid=S0121-37092010000300011&script=sci_arttext&tlng=en,Corynebacterium murium; Bacterium kutscheri; Bacillus pesudotuberculosis murium,,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Hydrochoerushydrochaeris,Hydrochoerus hydrochaeris,4,2.37086,46.55,2129
207,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,Yes,Yes,Yes,No,Rodentia,Rodentia,Muridae,Mus musculus,House mouse,Pathogenic,Isolation,,4233851,http://www.criver.com/files/pdfs/infectious-agents/rm_ld_r_corynebacterium_kutscheri.aspx,Corynebacterium murium; Bacterium kutscheri; Bacillus pesudotuberculosis murium,,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Musmusculus,Mus musculus,4,2.37086,46.55,2129
208,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,Yes,Yes,Yes,No,Rodentia,Rodentia,Muridae,Rattus rattus,Black rat,Pathogenic,Isolation,,7752607,http://www.criver.com/files/pdfs/infectious-agents/rm_ld_r_corynebacterium_kutscheri.aspx,Corynebacterium murium; Bacterium kutscheri; Bacillus pesudotuberculosis murium,,Yes,No,,No,Gram-positive,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Rattusrattus,Rattus rattus,4,2.37086,46.55,2129
210,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium macginleyi,Yes,Yes,Captive,No,Reptilia,Squamata,Pythonidae,Python molurus,Indian python,Pathogenic,Isolation,,15996494,,CDC coryneform group G-1 (genomospecies III),,Yes,No,,No,Gram-positive,Non-motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Pythonmolurus,Python molurus,3,2.395486667,57.13333333,2347.666667
